SERVICE_NAME,SERVICE_CODE,DESCRIPTION,REQUESTED_DATETIME,ADDRESS,LATITUDE,LONGITUDE
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-11-02T12:08:00Z,"""7138 RIVER RD, CINC - FJ9871232834""",39.1219283330525,-84.7013462572621
"""Dead animal""","""DAPUB1""","""DEAD RACCOON AT CURB """,2020-08-11T09:27:00Z,"""2642 FAIRHILL DR - GJ0908941082 """,39.1938515759521,-84.5788741078952
"""Dead animal""","""DAPUB1""","""DEAD DEER AT CURB CITIZEN WOULD LIKE TO HAVE A CALL WHEN THE DRIVER IS COMING TO GET THE DEER08/11/2020 3:52 PM/SMOORE - DEER HAD A GREEN TARP ON TOP OF IT08/11/2020 4:37 PM/SGOODWIN - Outbound call : Spoke w/ Mr,Koopman and advised due to limited service Deer may not be removed until tomorrow by dead animal specialist. """,2020-08-11T14:29:00Z,"""2963 EGGERS PL - GJ0763935814 """,39.1467742951241,-84.5972684302453
"""Dead animal""","""DAPUB1""","""DEAD DEER ON COLUMBIA PKWY WB ON THE MEDIAN""",2019-12-17T08:01:00Z,"""5301 COLUMBIA PKWY - GJ2425534660 """,39.1322659092709,-84.4055466198469
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-03-26T17:06:00Z,"""3178 MADISON RD, CINC - GJ2226037106""",39.1547438614017,-84.4278238588514
"""Dead animal""","""DAPUB1""","""DEAD DOG""",2019-11-06T08:40:00Z,"""DALY RD & W NORTH BEND RD - GJ1308942109 """,39.2021252147911,-84.532275661986
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-04T12:16:00Z,"""125 W 66TH ST, CINC - GJ1698641008""",39.191253274264,-84.4875254846625
"""Dead animal""","""DAPUB1""","""DEAD RACCOON AT CURB """,2019-04-04T09:49:00Z,"""220 ATKINSON ST - GJ1449833700 """,39.1260785914976,-84.5186257890035
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-03-27T19:59:00Z,"""1618 SUTTON AV, CINC - GJ2572729216""",39.0828789680656,-84.3903366611766
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-03-29T11:15:00Z,"""5540 BELMONT AV, CINC - GJ1183340915""",39.1916909940756,-84.5471670847615
"""Dead animal""","""DAPUB1""","""DEAD OPOSSUM""",2020-03-30T10:27:00Z,"""917 WOODLAWN AV - GJ1031331558 """,39.1078185657033,-84.5676668750197
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-03-28T13:52:00Z,"""8279 ANTHONY WAYNE AV, CINC - GJ1892343304""",39.2114456568675,-84.464367226607
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-03-29T00:03:00Z,"""1618 SUTTON AV, CINC - GJ2572729216""",39.0828789680656,-84.3903366611766
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-03-28T14:57:00Z,"""4330 VIRGINIA AV, CINC - GJ1181138332""",39.168490232827,-84.5482341216889
"""Dead animal""","""DAPUB1""","""PER 882- RACCOON COLLECTED @ 9 27A""",2020-08-12T09:28:00Z,"""1515 CARLL ST - GJ1204734553 """,39.1343638130438,-84.5466899023792
"""Dead animal""","""DAPUB1""","""Dead Possum at curb """,2019-04-05T08:16:00Z,"""4105 ROSE HILL AV - GJ1732537525 """,39.1598146350292,-84.4847351425199
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-04T15:02:00Z,"""2134 SINTON AV, CINC - GJ1674033027""",39.1194734450716,-84.492928792243
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL IN MIDDLE OF ROAD""",2019-04-04T11:11:00Z,"""3106 WERK RD - GJ0702835129 """,39.1407488143253,-84.6045370961926
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-03T13:19:00Z,"""3965 ROSSLYN DR, CINC - GJ2398736645""",39.1502188572922,-84.4076803754252
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-04T20:29:00Z,"""3304 RIVER RD, CINC - GJ0935429118""",39.0860859684237,-84.5795065209865
"""Dead animal""","""DAPUB1""","""DEAD CAT AT THE CURB""",2019-04-04T12:07:00Z,"""129 W 66TH ST - GJ1697241019 """,39.191354803421,-84.4876906977167
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-11-06T08:18:00Z,"""4335 VIRGINIA AV, CINC - GJ1177738353""",39.1686370985804,-84.5486264887395
"""Dead animal""","""DAPUB1""","""loarge dead dog in the north bound lane""",2019-04-04T11:07:00Z,"""3786 VINE ST - GJ1543936758 """,39.1533740062229,-84.5067855454493
"""Dead animal""","""DAPUB1""","""DEAD DOG IN THE STREETGOING SOUTH FROM  THE KROGERS""",2019-04-05T12:21:00Z,"""8241 VINE ST - GJ1797143150 """,39.2102880159541,-84.475454616859
"""Dead animal""","""DAPUB1""","""dead deer struck by vehicle on sidewalk in front of 3925 w 8th st - police onscene""",2019-04-05T09:09:00Z,"""3925 W 8TH ST - GJ0922331380 """,39.1064769866417,-84.5803243694562
"""Dead animal""","""DAPUB1""","""DEAD DEER APPARENTLY HIT BY TRUCK ON SIDEWALK AT 3586 RIVER RD - VISCERA/GUTS ALL OVER ROAD AND SIDEWALK. MAIN CARCASS IS ON SIDEWALK BUT THERE ARE """"LOTS OF PIECES"""" IN ROADWAY - CALLER REPORTED SMELL OF ROTTING FLESH WAS NOTICEABLE HALFWAY UP THE HILL ON MCWILLIAMS""",2019-04-05T11:06:00Z,"""3586 RIVER RD - GJ0840128537 """,39.0810728981037,-84.5906941284712
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-11-06T10:11:00Z,"""1617 BROADWAY, CINC - """,39.1131276607199,-84.5090955034315
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-08-11T12:38:00Z,"""6516 DALY RD, CINC - GJ1313942797""",39.208313197212,-84.5314627627202
"""Dead animal""","""DAPUB1""","""Hawk in bag at curb """,2019-11-06T09:41:00Z,"""3959 S CLEROSE CIR - GJ0896131081 """,39.10384221056,-84.5834364308691
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-04T14:49:00Z,"""1725 HARRISON AV, CINC - GJ1137633764""",39.1274250425533,-84.5546894132663
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-11-05T15:23:00Z,"""4945 KIRBY AV, CINC - GJ1110439499""",39.1796368401666,-84.5558879716891
"""Dead animal""","""DAPUB1""","""DEAD DEER ON COLUMBIA PKWY BET. TORRENCE PKWY & KEMPER (EB)""",2019-11-06T07:20:00Z,"""COLUMBIA PKWY & TORRENCE PKWY - GJ1923333742 """,39.1252803932235,-84.463895999006
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-08-11T14:34:00Z,"""1515 CARLL ST, CINC - GJ1204734553""",39.1343638130438,-84.5466899023792
"""Dead animal""","""DAPUB1""","""DEAD DEER """,2019-11-06T07:21:00Z,"""VICTORY PKWY & LEDGEWOOD DR - GJ1829636768 """,39.1527546894175,-84.47374609403
"""Dead animal""","""DAPUB1""","""In bike lane on street """,2019-11-06T12:00:00Z,"""660 DELTA AV - GJ2180933700 """,39.1242483996355,-84.4341345410687
"""Dead animal""","""DAPUB1""","""Per 882, dead opossum at the intersection.""",2020-08-13T09:51:00Z,"""BLAIR CT & RIDGEWAY AV - GJ1722535421 """,39.1409023405708,-84.4865676170504
"""Dead animal""","""DAPUB1""",""" """,2020-03-31T11:27:00Z,"""3249 WOODFORD RD - GJ2240539971 """,39.180544823446,-84.4251937026981
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL IN THE ROW""",2020-03-31T10:07:00Z,"""3753 WOODFORD RD - GJ2377039873 """,39.1793141520169,-84.4094300012801
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-03-31T09:09:00Z,"""921 WILLIAM H TAFT RD, CINC - GJ1704133890""",39.1271672530732,-84.4891731140022
"""Dead animal""","""DAPUB1""","""Dead deer at curb""",2020-03-27T09:22:00Z,"""6421 FAIRHURST AV - GJ2129340808 """,39.1883708398159,-84.437780645848
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-11-07T10:25:00Z,"""26 W NORTH BEND RD, CINC - GJ1780241760""",39.1978259100792,-84.4778395127876
"""Dead animal""","""DAPUB1""","""DEAD RACOON I THE STREET""",2020-08-13T09:18:00Z,"""2470 GRANDIN RD - GJ2063034091 """,39.1280648304386,-84.4476380558694
"""Dead animal""","""DAPUB1""","""GROUNDHOG & POSSUM AT CURB """,2019-04-05T12:34:00Z,"""1403 REGENT AV - GJ1822939427 """,39.176712085706,-84.4736639184551
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-11-07T08:49:00Z,"""5940 WINTON RIDGE LN, CINC - GJ1416641617""",39.1974409439448,-84.5199528282865
"""Dead animal""","""DAPUB1""","""Dead Dog at curb across from fairgrounds """,2019-04-05T12:39:00Z,"""7801 VINE ST - GJ1797442240 """,39.2020970712032,-84.4757043067628
"""Dead animal""","""DAPUB1""",""" """,2017-01-17T12:41:00Z,"""630 STRAIGHT ST - GJ1370834141 """,39.1302469682936,-84.5276277304249
"""Dead animal""","""DAPUB1""","""dead cat""",2019-04-05T14:03:00Z,"""3593 BOGART AV - GJ1671436184 """,39.1478935779335,-84.4922213984418
"""Dead animal""","""DAPUB1""","""DEAD RACCOON""",2019-11-08T14:32:00Z,"""4938 GRAY RD - GJ1362439881 """,39.1819422507111,-84.5267905314167
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-05-24T08:35:00Z,"""5400 COLERAIN AV, CINC - GJ0995040562""",39.1889736451161,-84.5690635552959
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-11-07T07:10:00Z,"""BURNET AV & FOREST AV""",39.1462361634047,-84.4997995693211
"""Dead animal""","""DAPUB1""","""PER 882- COLLECTED GROUNDHOG """,2020-08-13T08:40:00Z,"""1989 STATE AV - GJ1231333190 """,39.1220243755671,-84.5440461200211
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-08-13T08:51:00Z,"""6528 IRIS AV, CINC - GJ2312440941""",39.1891081685952,-84.4165388495543
"""Dead animal""","""DAPUB1""","""PER 882- COLLECTED CAT @ 10 45A""",2020-08-14T10:53:00Z,"""3812 RIVER RD - GJ0749528133 """,39.0776516433974,-84.6012758642783
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-08-13T09:48:00Z,"""1417 FRANKLIN AV, CINC - GJ1827039168""",39.1743761912841,-84.4732701835523
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-08-13T13:03:00Z,"""4820 RIVER RD, CINC - GJ0412328987""",39.086149156682,-84.6399763766697
"""Dead animal""","""DAPUB1""","""DEAD CAT IN THE STREET""",2020-08-12T16:08:00Z,"""3812 RIVER RD - GJ0749528133 """,39.0776516433974,-84.6012758642783
"""Dead animal""","""DAPUB1""","""DEAD CAT IN MIDDLE OF STREET""",2020-08-14T09:03:00Z,"""3032 GLENWAY AV - GJ1079832198 """,39.1134586533138,-84.5618643343673
"""Dead animal""","""DAPUB1""","""DEAD DEER IN STREET """,2020-08-13T08:05:00Z,"""1885 MADISON RD - GJ1888134195 """,39.1294432703999,-84.4678133144899
"""Dead animal""","""DAPUB1""","""DEAD RACOON ON SIDEWALK BY MAPLE RIDGE PARK""",2020-08-14T07:54:00Z,"""MONTANA AV & ANACONDA DR - GJ0876136609 """,39.1536589775043,-84.584045230243
"""Dead animal""","""DAPUB1""","""PER 882- RACCOON COLLECTED""",2020-08-13T08:16:00Z,"""SPRING GROVE AV & RALSTON AV - GJ1239236486 """,39.151675317169,-84.5421041745884
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-08-14T08:21:00Z,"""5835 RIDGE AV, CINC - GJ2218039734""",39.1784793297545,-84.4278575494557
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-03-31T15:18:00Z,"""5000 COLERAIN AV, CINC - GJ1064639275""",39.1772125533568,-84.5614167748103
"""Dead animal""","""DAPUB1""","""DEAD RACOON -MIDDLE OF STREET """,2020-08-13T10:32:00Z,"""4368 WINTON RD - GJ1425838284 """,39.1674070760791,-84.5199539644734
"""Dead animal""","""DAPUB1""","""PER 882- COLLECTED RACCOON @ 10 45A""",2020-08-14T10:51:00Z,"""5831 RED BANK RD - GJ2390339564 """,39.1765007633358,-84.4080022034472
"""Dead animal""","""DAPUB1""","""DEAD RACOON IN THE STREET""",2020-08-14T08:10:00Z,"""3815 AIKENSIDE AV - GJ2377639543 """,39.1763448018709,-84.409469281808
"""Dead animal""","""DAPUB1""","""dead possum in the road """,2020-08-14T07:55:00Z,"""5505 TOMPKINS AV - GJ2470437386 """,39.1566839784644,-84.3994572434359
"""Dead animal""","""DAPUB1""","""Email - There's a dead animal that's been run over several times on Observatory Avenue in front of my residence at 3030, and the result is a very slippery roadway.  Can someone please have it removed? """,2019-11-12T08:58:00Z,"""3030 OBSERVATORY AV - GJ2215735131 """,39.1370439561112,-84.429648333084
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-04-03T13:19:00Z,"""3145 TROY AV, CINC - GJ2208540420""",39.184671339392,-84.4287331946287
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2020-04-03T12:48:00Z,"""3112 TROY AV, CINC - GJ2196940463""",39.185088778165,-84.4300538324224
"""Dead animal""","""DAPUB1""","""DEAD CAT""",2019-04-08T15:54:00Z,"""4954 WINTON RIDGE LN - GJ1471539793 """,39.1808819188194,-84.514190891221
"""Dead animal""","""DAPUB1""","""DEAD OPOSSUM""",2019-04-11T10:56:00Z,"""PADDOCK RD & FRANKLIN AV - GJ1786539177 """,39.1745490816559,-84.4779535567712
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-08T10:17:00Z,"""4444 MARIETTA ST, CINC - GJ2601437122""",39.1538654361827,-84.3843623234236
"""Dead animal""","""DAPUB1""","""DEAD RACCOON""",2019-04-11T13:06:00Z,"""1841 RIVERSIDE DR - GJ1784933001 """,39.1189569133297,-84.4801235856708
"""Dead animal""","""DAPUB1""","""DEAD POSSUM""",2019-04-09T13:01:00Z,"""SPRING GROVE AV & WINTON RD - GJ1421938018 """,39.1650221217492,-84.5204922108192
"""Dead animal""","""DAPUB1""","""DEAD RAT AT THE BUS STOP """,2019-04-09T11:24:00Z,"""WILLIAM H TAFT RD & VINE ST - GJ1514633953 """,39.1281985178303,-84.5110563737615
"""Dead animal""","""DAPUB1""","""DEAD BEAVER""",2019-04-10T10:11:00Z,"""KINGS RUN DR & ESTE AV - GJ1516339224 """,39.1756407935537,-84.5091891429084
"""Dead animal""","""DAPUB1""","""DEAD RACOON AT THE CURB""",2019-04-09T15:28:00Z,"""5641 BELMONT AV - GJ1156340981 """,39.1923472415382,-84.55028489043
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-06T09:50:00Z,"""4205 RED BANK EXWY, CINC - GJ2433236841""",39.1518871115333,-84.4039269622892
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL""",2019-04-08T11:21:00Z,"""2903 WARSAW AV - GJ1097131763 """,39.1095013894318,-84.5599963545077
"""Dead animal""","""DAPUB1""","""DEAD SQUIRREL AT THE CORNER SECTION & GREENLAND""",2019-04-09T12:25:00Z,"""1618 SECTION RD - GJ1931841835 """,39.1981154561406,-84.4602920694147
"""Dead animal""","""DAPUB1""","""DEAD CAT AT THE CURB""",2019-04-09T12:51:00Z,"""6507 VINE ST - GJ1716540817 """,39.1894913404471,-84.4855311328155
"""Dead animal""","""DAPUB1""","""dead raccoon between 224 atkinson and 220 atkinson, may have been kicked into bushes""",2019-04-05T15:14:00Z,"""224 ATKINSON ST - GJ1448133699 """,39.1260723480031,-84.5188265860732
"""Dead animal""","""DAPUB1""","""DEAD CAT IN MIDDLE OF STREET4/5/2019 4:38 PM/LWILDER - caller2 described cat as black and white""",2019-04-05T14:30:00Z,"""3125 BEEKMAN ST - GJ1171635346 """,39.1415755752809,-84.5502749007137
"""Dead animal""","""DAPUB1""","""DEAD DEER AT CURB""",2019-04-08T08:06:00Z,"""1444 BURNEY LN - GJ2712028782 """,39.0786065176628,-84.3744053188529
"""Dead animal""","""DAPUB1""","""DEAD POSSUM""",2019-04-10T10:24:00Z,"""ESTE AV & ESTECREEK RD - GJ1539939866 """,39.1813654235346,-84.5062581938653
"""Dead animal""","""DAPUB1""","""DEAD DEER ON THE SIDEWALK""",2019-04-08T09:23:00Z,"""5333 BEECHMONT AV - GJ2526731650 """,39.1049127289428,-84.3948482667768
"""Dead animal""","""DAPUB1""","""CAT IN BLACK BED AT THE CURB""",2019-04-10T11:48:00Z,"""6507 VINE ST - GJ1716540817 """,39.1894913404471,-84.4855311328155
"""Dead animal""","""DAPUB1""","""DEAD DOG ON SIDEWALK ON SEYMOUR IN FRONT OF THE GLENMEADOW APT""",2019-11-07T15:27:00Z,"""SEYMOUR AV & GLENMEADOW LN - GJ1870840998 """,39.1907275364033,-84.467617027255
"""Dead animal""","""DAPUB1""","""Dead Raccoon at curb """,2019-04-10T11:09:00Z,"""GLENWAY AV & QUEBEC RD - GJ0958032219 """,39.1139406953314,-84.575937506279
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-06T13:33:00Z,"""BOAL ST & HIGHLAND AV""",39.1136353756355,-84.5041993107153
"""Dead animal""","""DAPUB1""","""DEAD CAT AT THE CURB""",2019-04-08T12:01:00Z,"""3228 JEFFERSON AV - GJ1502835147 """,39.1389744619067,-84.512045221829
"""Dead animal""","""DAPUB1""","""LARGE BEAVER IN THE ROADWAY""",2019-04-09T13:50:00Z,"""WESTWOOD AV & HARRISON AV - GJ1198133534 """,39.1252020329176,-84.5477736667445
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-09T13:21:00Z,"""1861 FAIRMOUNT AV, CINC - GJ1113634051""",39.130068642184,-84.5573865767386
"""Dead animal""","""DAPUB1""","""DEAD CAT""",2019-04-11T13:06:00Z,"""1727 RIVERSIDE DR - GJ1762232820 """,39.1173868097266,-84.4828080650012
"""Dead animal""","""DAPUB1""","""DEAD SKUNK ON BALTIMORE  ABOUT 1/2 UP THE STREET""",2019-04-08T10:23:00Z,"""BALTIMORE AV & MONTANA AV - GJ1012836949 """,39.156399005056,-84.5681399676166
"""Dead animal""","""DAPUB1""","""Dead possum near curb on Kipling between Sweetbriar and Willcove""",2019-04-08T08:05:00Z,"""KIPLING AV & SWEETBRIAR LN - GJ1006642013 PRIVATE STREET""",39.2019956490327,-84.56728337967
"""Dead animal""","""DAPUB1""","""DEAD CAT""",2019-04-10T11:27:00Z,"""1057 W NORTH BEND RD - GJ1315142059 """,39.2016623869158,-84.5315739794342
"""Dead animal""","""DAPUB1""","""DEAD RACOON AT THE CURB""",2019-04-10T10:07:00Z,"""1927 CATALINA AV - GJ1932138804 """,39.1708287578141,-84.4612420694598
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-11-09T10:46:00Z,"""5219 COLERAIN AV, CINC - GJ1001540118""",39.1849584618352,-84.5684477420197
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-11T11:19:00Z,"""1882 WILLIAM H TAFT RD, CINC - GJ1896333905""",39.1268187195242,-84.4669500715576
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-06T09:35:00Z,"""5000 COLERAIN AV, CINC - GJ1064639275""",39.1772125533568,-84.5614167748103
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-04-10T13:18:00Z,"""3648 GLENWAY AV, CINC - GJ0985932249""",39.1141524339566,-84.5727004324223
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2019-11-09T15:36:00Z,"""3207 GOLDEN AV, CINC - GJ2106033326""",39.1210752077724,-84.4429105827998
